消息序列	级别	类型	发布区间数	发布区域	开始时间	结束时间	发布内容	MESSAGE_TARGET	PERIOD_FLAG	影响时间	延误日期	范围类型(1车站，3方向，4区间)	事发时间（小时）	事发时间（分钟）	开始站点	结束站点	范围的描述	ERROR_REASON	ERROR_STATUS	线路编号	三色状态（1为绿，2为黄，3为红）		
2010987	COCC级	0013 	1	0640	2014/4/30 8:29:12	2014/4/30 8:34:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2010986	COCC级	0013 	1	0641	2014/4/30 8:29:12	2014/4/30 8:34:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2010985	COCC级	0013 	1	0642	2014/4/30 8:29:12	2014/4/30 8:34:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2010988	COCC级	0013 	1	0639	2014/4/30 8:29:12	2014/4/30 8:34:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2011000	COCC级	0013 	1	0131	2014/4/30 8:29:12	2014/4/30 8:34:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	1	7	45	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	2		
2010999	COCC级	0013 	1	0111	2014/4/30 8:29:12	2014/4/30 8:34:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	1	7	30	莘庄	莘庄	莘庄	！客流量大	目前已采取进站限流措施	01	2		
2010989	COCC级	0013 	1	0638	2014/4/30 8:29:12	2014/4/30 8:34:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2011250	COCC级	0013 	1	0641	2014/4/30 8:29:42	2014/4/30 8:34:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	29	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2011249	COCC级	0013 	1	0642	2014/4/30 8:29:42	2014/4/30 8:34:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	29	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2011248	COCC级	0013 	1	0111	2014/4/30 8:29:42	2014/4/30 8:34:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	1	8	29	莘庄	莘庄	莘庄	！客流量大	目前已采取进站限流措施	01	1		
2011251	COCC级	0013 	1	0640	2014/4/30 8:29:42	2014/4/30 8:34:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	29	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2011254	COCC级	0013 	1	0131	2014/4/30 8:29:42	2014/4/30 8:34:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	1	8	29	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	1		
2011253	COCC级	0013 	1	0638	2014/4/30 8:29:42	2014/4/30 8:34:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	29	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2011252	COCC级	0013 	1	0639	2014/4/30 8:29:42	2014/4/30 8:34:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	29	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2010992	COCC级	0013 	1	0329	2014/4/30 8:59:12	2014/4/30 9:04:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2010993	COCC级	0013 	1	0328	2014/4/30 8:59:12	2014/4/30 9:04:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2010990	COCC级	0013 	1	0331	2014/4/30 8:59:12	2014/4/30 9:04:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2010991	COCC级	0013 	1	0330	2014/4/30 8:59:12	2014/4/30 9:04:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2010996	COCC级	0013 	1	0325	2014/4/30 8:59:12	2014/4/30 9:04:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2010997	COCC级	0013 	1	0324	2014/4/30 8:59:12	2014/4/30 9:04:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2010994	COCC级	0013 	1	0327	2014/4/30 8:59:12	2014/4/30 9:04:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2010995	COCC级	0013 	1	0326	2014/4/30 8:59:12	2014/4/30 9:04:12	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-04-30	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2011349	COCC级	0013 	1	0326	2014/4/30 8:59:42	2014/4/30 9:04:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2011348	COCC级	0013 	1	0327	2014/4/30 8:59:42	2014/4/30 9:04:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2011351	COCC级	0013 	1	0324	2014/4/30 8:59:42	2014/4/30 9:04:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2011350	COCC级	0013 	1	0325	2014/4/30 8:59:42	2014/4/30 9:04:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2011345	COCC级	0013 	1	0330	2014/4/30 8:59:42	2014/4/30 9:04:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2011344	COCC级	0013 	1	0331	2014/4/30 8:59:42	2014/4/30 9:04:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2011347	COCC级	0013 	1	0328	2014/4/30 8:59:42	2014/4/30 9:04:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2011346	COCC级	0013 	1	0329	2014/4/30 8:59:42	2014/4/30 9:04:42		TF0002,MX0001,B00000,IP0001	1		2014-04-30	3	8	59	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2010955	COCC级	0013 	1	1321	2014/4/30 23:58:12	2014/5/1 0:03:12	上海地铁提示信息：请乘客们配合安检、不越黄线、嘀声勿闯、先下后上、有序上车，共同营造上海地铁文明、安全的乘车环境。	TF0002,MX0001,B00000,IP0001	1		2014-04-30	1	6	28	金运路	金运路	金运路	！客流量大		13	2		
2011522	COCC级	0013 	1	1321	2014/4/30 23:58:42	2014/5/1 0:03:42	上海地铁运营信息：23时56分13号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001	1		2014-04-30	1	23	58	金运路	金运路	金运路	！客流量大		13	1		
2011617	COCC级	0013 	5	11571156115511541153	2014/5/1 8:57:41	2014/5/1 9:27:41	上海地铁运营信息：目前上海地铁11号线因车辆故障，浦三路往龙耀路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-05-01	3	8	57	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2011622	COCC级	0013 	1	1153	2014/5/1 8:57:41	2014/5/1 9:27:41	上海地铁运营信息：目前上海地铁11号线因车辆故障，浦三路往龙耀路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-05-01	3	8	57	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2011618	COCC级	0013 	1	1157	2014/5/1 8:57:41	2014/5/1 9:27:41	上海地铁运营信息：目前上海地铁11号线因车辆故障，浦三路往龙耀路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-05-01	3	8	57	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2011621	COCC级	0013 	1	1154	2014/5/1 8:57:41	2014/5/1 9:27:41	上海地铁运营信息：目前上海地铁11号线因车辆故障，浦三路往龙耀路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-05-01	3	8	57	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2011620	COCC级	0013 	1	1155	2014/5/1 8:57:41	2014/5/1 9:27:41	上海地铁运营信息：目前上海地铁11号线因车辆故障，浦三路往龙耀路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-05-01	3	8	57	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2011619	COCC级	0013 	1	1156	2014/5/1 8:57:41	2014/5/1 9:27:41	上海地铁运营信息：目前上海地铁11号线因车辆故障，浦三路往龙耀路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-05-01	3	8	57	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	2		
2011646	COCC级	0013 	1	1154	2014/5/1 9:11:57	2014/5/1 9:16:57		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-01	3	9	11	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2011647	COCC级	0013 	1	1153	2014/5/1 9:11:57	2014/5/1 9:16:57		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-01	3	9	11	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2011645	COCC级	0013 	1	1155	2014/5/1 9:11:57	2014/5/1 9:16:57		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-01	3	9	11	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2011642	COCC级	0013 	5	11571156115511541153	2014/5/1 9:11:57	2014/5/1 9:16:57	上海地铁运营信息：目前11号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-01	3	9	11	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2011643	COCC级	0013 	1	1157	2014/5/1 9:11:57	2014/5/1 9:16:57		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-01	3	9	11	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2011644	COCC级	0013 	1	1156	2014/5/1 9:11:57	2014/5/1 9:16:57		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-01	3	9	11	浦三路	龙耀路	浦三路往龙耀路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	11	1		
2011576	COCC级	0013 	1	1321	2014/5/1 23:58:12	2014/5/2 0:03:12	上海地铁提示信息：请乘客们配合安检、不越黄线、嘀声勿闯、先下后上、有序上车，共同营造上海地铁文明、安全的乘车环境。	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-01	1	6	28	金运路	金运路	金运路	！客流量大		13	2		
2011757	COCC级	0013 	1	1321	2014/5/1 23:58:42	2014/5/2 0:03:42	上海地铁运营信息：23时56分13号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001	1		2014-05-01	1	23	58	金运路	金运路	金运路	！客流量大		13	1		
2011866	COCC级	0013 	1	0249	2014/5/2 14:14:04	2014/5/2 14:55:04	上海地铁运营信息：目前上海地铁2号线因车辆故障，上海科技馆往人民广场方向列车限速运行，发车班次间隔延长,预计影响时间20分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,TV0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	3	14	14	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	2		
2011865	COCC级	0013 	1	0250	2014/5/2 14:14:04	2014/5/2 14:55:04	上海地铁运营信息：目前上海地铁2号线因车辆故障，上海科技馆往人民广场方向列车限速运行，发车班次间隔延长,预计影响时间20分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,TV0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	3	14	14	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	2		
2011864	COCC级	0013 	6	025002490248024702460245	2014/5/2 14:14:04	2014/5/2 14:55:04	上海地铁运营信息：目前上海地铁2号线因车辆故障，上海科技馆往人民广场方向列车限速运行，发车班次间隔延长,预计影响时间20分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,TV0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	3	14	14	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	2		
2011867	COCC级	0013 	1	0248	2014/5/2 14:14:04	2014/5/2 14:55:04	上海地铁运营信息：目前上海地铁2号线因车辆故障，上海科技馆往人民广场方向列车限速运行，发车班次间隔延长,预计影响时间20分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,TV0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	3	14	14	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	2		
2011870	COCC级	0013 	1	0245	2014/5/2 14:14:04	2014/5/2 14:55:04	上海地铁运营信息：目前上海地铁2号线因车辆故障，上海科技馆往人民广场方向列车限速运行，发车班次间隔延长,预计影响时间20分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,TV0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	3	14	14	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	2		
2011869	COCC级	0013 	1	0246	2014/5/2 14:14:04	2014/5/2 14:55:04	上海地铁运营信息：目前上海地铁2号线因车辆故障，上海科技馆往人民广场方向列车限速运行，发车班次间隔延长,预计影响时间20分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,TV0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	3	14	14	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	2		
2011868	COCC级	0013 	1	0247	2014/5/2 14:14:04	2014/5/2 14:55:04	上海地铁运营信息：目前上海地铁2号线因车辆故障，上海科技馆往人民广场方向列车限速运行，发车班次间隔延长,预计影响时间20分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,TV0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	3	14	14	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	2		
2011923	COCC级	0013 	1	0247	2014/5/2 14:36:27	2014/5/2 14:41:27		TF0002,MX0001,TV0001,B00000,IP0001,XC0001	1		2014-05-02	3	14	36	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	1		
2011924	COCC级	0013 	1	0246	2014/5/2 14:36:27	2014/5/2 14:41:27		TF0002,MX0001,TV0001,B00000,IP0001,XC0001	1		2014-05-02	3	14	36	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	1		
2011925	COCC级	0013 	1	0245	2014/5/2 14:36:27	2014/5/2 14:41:27		TF0002,MX0001,TV0001,B00000,IP0001,XC0001	1		2014-05-02	3	14	36	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	1		
2011922	COCC级	0013 	1	0248	2014/5/2 14:36:27	2014/5/2 14:41:27		TF0002,MX0001,TV0001,B00000,IP0001,XC0001	1		2014-05-02	3	14	36	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	1		
2011919	COCC级	0013 	6	025002490248024702460245	2014/5/2 14:36:27	2014/5/2 14:41:27	上海地铁运营信息：目前2号线运营已恢复正常。	TF0002,MX0001,TV0001,B00000,IP0001,XC0001	1		2014-05-02	3	14	36	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	1		
2011920	COCC级	0013 	1	0250	2014/5/2 14:36:27	2014/5/2 14:41:27		TF0002,MX0001,TV0001,B00000,IP0001,XC0001	1		2014-05-02	3	14	36	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	1		
2011921	COCC级	0013 	1	0249	2014/5/2 14:36:27	2014/5/2 14:41:27		TF0002,MX0001,TV0001,B00000,IP0001,XC0001	1		2014-05-02	3	14	36	上海科技馆	人民广场	上海科技馆往人民广场方向	！客流量大	列车限速运行，发车班次间隔延长	02	1		
2012057	COCC级	0013 	1	0511	2014/5/2 16:38:45	2014/5/2 17:08:45	上海地铁运营信息：目前上海地铁5号线因信号设备故障，闵行开发区往金平路区段列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	4	16	38	闵行开发区	金平路	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	2		
2012056	COCC级	0013 	1	0510	2014/5/2 16:38:45	2014/5/2 17:08:45	上海地铁运营信息：目前上海地铁5号线因信号设备故障，闵行开发区往金平路区段列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	4	16	38	闵行开发区	金平路	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	2		
2012054	COCC级	0013 	4	0513051205110510	2014/5/2 16:38:45	2014/5/2 17:08:45	上海地铁运营信息：目前上海地铁5号线因信号设备故障，闵行开发区往金平路区段列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	4	16	38	闵行开发区	金平路	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	2		
2012055	COCC级	0013 	4	0510051105120513	2014/5/2 16:38:45	2014/5/2 17:08:45	上海地铁运营信息：目前上海地铁5号线因信号设备故障，闵行开发区往金平路区段列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	4	16	38	金平路	闵行开发区	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	2		
2012059	COCC级	0013 	1	0513	2014/5/2 16:38:45	2014/5/2 17:08:45	上海地铁运营信息：目前上海地铁5号线因信号设备故障，闵行开发区往金平路区段列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	4	16	38	闵行开发区	金平路	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	2		
2012058	COCC级	0013 	1	0512	2014/5/2 16:38:45	2014/5/2 17:08:45	上海地铁运营信息：目前上海地铁5号线因信号设备故障，闵行开发区往金平路区段列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	2	5分钟以上	2014-05-02	4	16	38	闵行开发区	金平路	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	2		
2012081	COCC级	0013 	4	0510051105120513	2014/5/2 16:48:19	2014/5/2 16:53:19	上海地铁运营信息：目前5号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-02	4	16	48	金平路	闵行开发区	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	1		
2012080	COCC级	0013 	4	0513051205110510	2014/5/2 16:48:19	2014/5/2 16:53:19	上海地铁运营信息：目前5号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-02	4	16	48	闵行开发区	金平路	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	1		
2012082	COCC级	0013 	1	0513	2014/5/2 16:48:19	2014/5/2 16:53:19		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-02	4	16	48	闵行开发区	金平路	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	1		
2012085	COCC级	0013 	1	0510	2014/5/2 16:48:19	2014/5/2 16:53:19		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-02	4	16	48	闵行开发区	金平路	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	1		
2012084	COCC级	0013 	1	0511	2014/5/2 16:48:19	2014/5/2 16:53:19		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-02	4	16	48	闵行开发区	金平路	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	1		
2012083	COCC级	0013 	1	0512	2014/5/2 16:48:19	2014/5/2 16:53:19		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-02	4	16	48	闵行开发区	金平路	闵行开发区至金平路区段	！客流量大	列车限速运行，发车班次间隔延长	05	1		
2012175	COCC级	0013 	1	1324	2014/5/2 23:58:12	2014/5/3 0:03:12	上海地铁提示信息：请乘客们配合安检、不越黄线、嘀声勿闯、先下后上、有序上车，共同营造上海地铁文明、安全的乘车环境。	TF0002,MX0001,B00000,IP0001	3	5分钟以上	2014-05-02	1	20	40	祁连山南路	祁连山南路	祁连山南路	！客流量大		13	2		
2011826	COCC级	0013 	1	1321	2014/5/2 23:58:12	2014/5/3 0:03:12	上海地铁提示信息：请乘客们配合安检、不越黄线、嘀声勿闯、先下后上、有序上车，共同营造上海地铁文明、安全的乘车环境。	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-02	1	6	28	金运路	金运路	金运路	！客流量大		13	2		
2012229	COCC级	0013 	1	1321	2014/5/2 23:58:42	2014/5/3 0:03:42	上海地铁运营信息：23时56分13号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001	1		2014-05-02	1	23	58	金运路	金运路	金运路	！客流量大		13	1		
2012230	COCC级	0013 	1	1324	2014/5/2 23:58:42	2014/5/3 0:03:42	上海地铁运营信息：23时56分13号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001	1		2014-05-02	1	23	58	祁连山南路	祁连山南路	祁连山南路	！客流量大		13	1		
2012295	COCC级	0013 	1	1321	2014/5/3 23:58:12	2014/5/4 0:03:12	上海地铁提示信息：请乘客们配合安检、不越黄线、嘀声勿闯、先下后上、有序上车，共同营造上海地铁文明、安全的乘车环境。	TF0002,MX0001,B00000,IP0001	1		2014-05-03	1	6	27	金运路	金运路	金运路	！客流量大		13	2		
2012507	COCC级	0013 	1	1321	2014/5/3 23:58:42	2014/5/4 0:03:42	上海地铁运营信息：23时56分13号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001	1		2014-05-03	1	23	58	金运路	金运路	金运路	！客流量大		13	1		
2012676	COCC级	0013 	1	0841	2014/5/4 6:00:25	2014/5/4 10:00:25	上海地铁运营信息：目前上海地铁8号线因线路设备故障，延吉中路往虹口足球场方向列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-05-04	3	6	0	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	2		
2012675	COCC级	0013 	1	0842	2014/5/4 6:00:25	2014/5/4 10:00:25	上海地铁运营信息：目前上海地铁8号线因线路设备故障，延吉中路往虹口足球场方向列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-05-04	3	6	0	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	2		
2012678	COCC级	0013 	1	0839	2014/5/4 6:00:25	2014/5/4 10:00:25	上海地铁运营信息：目前上海地铁8号线因线路设备故障，延吉中路往虹口足球场方向列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-05-04	3	6	0	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	2		
2012677	COCC级	0013 	1	0840	2014/5/4 6:00:25	2014/5/4 10:00:25	上海地铁运营信息：目前上海地铁8号线因线路设备故障，延吉中路往虹口足球场方向列车限速运行，发车班次间隔延长,预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	5分钟以上	2014-05-04	3	6	0	延吉中路	虹口足球场	延吉中路往虹口足球场方向	！客流量大		08	2		
